index k seed graph algorithm obj_func
0 5504 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9135155
0 5504 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 884243
0 5504 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 318865
0 5504 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2355280
0 5504 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11400691
0 5504 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5757286
0 5504 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1049446
0 5504 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9401868
0 5504 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8256641
0 5504 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4644671
0 5504 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 621885
0 5504 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 372397
0 5504 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 456363
0 5504 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6761081
0 5504 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3849727
0 5504 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19617317
0 5504 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4503065
0 5504 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23238751
0 5568 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1279256
0 5568 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1343172
0 5568 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1342833
0 5568 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9127262
0 5568 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 887655
0 5568 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 317882
0 5568 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2357254
0 5568 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11473739
0 5568 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5791301
0 5568 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1054448
0 5568 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9438363
0 5568 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8301811
0 5568 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4568315
0 5568 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 620649
0 5568 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 371670
0 5568 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 455745
0 5568 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6768280
0 5568 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3853928
0 5568 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19639619
0 5568 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4504796
0 5568 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23249247
0 5632 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1279908
0 5632 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1337131
0 5632 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1342120
0 5632 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9116236
0 5632 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 883947
0 5632 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 320989
0 5632 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2352939
0 5632 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11299710
0 5632 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5704156
0 5632 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1072605
0 5632 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9468429
0 5632 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8367293
0 5632 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4666481
0 5632 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 621230
0 5632 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 372869
0 5632 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 455789
0 5632 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6765200
0 5632 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3842368
0 5632 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19604114
0 5632 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4502892
0 5632 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23248667
0 5696 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1284957
0 5696 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1342956
0 5696 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1346755
0 5696 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9139173
0 5696 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 886487
0 5696 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 319772
0 5696 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2357706
0 5696 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11325796
0 5696 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5714048
0 5696 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1049424
0 5696 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9465758
0 5696 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8153383
0 5696 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4652003
0 5696 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 619759
0 5696 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 372423
0 5696 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 454529
0 5696 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6749307
0 5696 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3843544
0 5696 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19639174
0 5696 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4503985
0 5696 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23244590
0 5760 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1282782
0 5760 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1341769
0 5760 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1338357
0 5760 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9118240
0 5760 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 882340
0 5760 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 320271
0 5760 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2352306
0 5760 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11198927
0 5760 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5650637
0 5760 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1108264
0 5760 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9525119
0 5760 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8453309
0 5760 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4772294
0 5760 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 619812
0 5760 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 372283
0 5760 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 454879
0 5760 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6734714
0 5760 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3834349
0 5760 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19626413
0 5760 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4501373
0 5760 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23249254
0 576 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 942360
0 576 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 990635
0 576 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 982630
0 576 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 7917775
0 576 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 774145
0 576 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 214590
0 576 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2248759
0 576 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11325375
0 576 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5710335
0 576 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 628945
0 576 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 6335831
0 576 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 4633105
0 576 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 2566303
0 576 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 603789
0 576 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 351581
0 576 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 439331
0 576 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6589276
0 576 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3535293
0 576 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 17622490
0 576 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4346260
0 576 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 21140339
0 5824 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1278410
0 5824 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1342929
0 5824 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1339392
0 5824 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9092808
0 5824 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 883843
0 5824 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 319182
0 5824 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2342789
0 5824 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11137928
0 5824 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5619516
0 5824 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1114988
0 5824 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9520357
0 5824 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8456749
0 5824 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4790416
0 5824 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 618676
0 5824 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 371615
0 5824 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 453258
0 5824 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6739327
0 5824 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3832317
0 5824 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19638535
0 5824 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4501215
0 5824 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23264811
0 5888 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1286362
0 5888 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1353388
0 5888 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1351159
0 5888 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9170656
0 5888 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 889374
0 5888 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 325034
0 5888 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2350422
0 5888 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11351272
0 5888 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5728344
0 5888 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1110862
0 5888 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9525666
0 5888 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8505515
0 5888 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4783435
0 5888 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 621486
0 5888 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 372951
0 5888 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 455584
0 5888 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6765932
0 5888 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3847592
0 5888 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19618265
0 5888 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4506118
0 5888 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23270884
0 5952 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1288327
0 5952 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1353980
0 5952 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1354486
0 5952 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9153371
0 5952 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 885519
0 5952 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 322736
0 5952 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2350273
0 5952 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11247801
0 5952 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5676553
0 5952 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1118373
0 5952 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9551382
0 5952 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8452395
0 5952 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4773404
0 5952 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 619456
0 5952 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 372198
0 5952 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 454717
0 5952 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6741331
0 5952 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3842788
0 5952 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19671862
0 5952 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4502764
0 5952 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23280481
0 6016 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1293604
0 6016 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1354571
0 6016 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1349338
0 6016 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9156796
0 6016 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 889541
0 6016 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 326629
0 6016 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2354195
0 6016 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11323839
0 6016 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5712719
0 6016 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1115040
0 6016 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9579612
0 6016 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8486799
0 6016 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4781454
0 6016 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 619735
0 6016 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 372328
0 6016 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 454850
0 6016 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6757466
0 6016 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3849627
0 6016 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19645871
0 6016 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4505093
0 6016 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23295169
0 6080 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1294384
0 6080 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1355702
0 6080 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1350661
0 6080 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9164655
0 6080 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 885428
0 6080 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 324994
0 6080 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2355259
0 6080 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11197638
0 6080 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5652414
0 6080 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1121231
0 6080 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9596283
0 6080 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8973712
0 6080 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4782369
0 6080 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 620976
0 6080 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 373173
0 6080 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 455422
0 6080 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6753466
0 6080 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3844353
0 6080 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19648902
0 6080 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4503954
0 6080 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23289809
0 6144 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1286276
0 6144 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1353015
0 6144 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1351521
0 6144 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9147497
0 6144 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 881569
0 6144 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 320966
0 6144 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2347656
0 6144 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11043261
0 6144 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5574229
0 6144 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1092052
0 6144 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9598530
0 6144 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8672181
0 6144 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4915478
0 6144 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 622982
0 6144 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 374414
0 6144 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 456457
0 6144 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6745551
0 6144 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3833813
0 6144 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19642454
0 6144 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4498897
0 6144 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23289678
0 6208 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1290041
0 6208 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1353007
0 6208 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1354345
0 6208 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9146617
0 6208 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 884731
0 6208 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 325673
0 6208 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2346948
0 6208 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 11029167
0 6208 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5567046
0 6208 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1077706
0 6208 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9579644
0 6208 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8717237
0 6208 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4780216
0 6208 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 621340
0 6208 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 373980
0 6208 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 455884
0 6208 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6747151
0 6208 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3831352
0 6208 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19624337
0 6208 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4499329
0 6208 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23323875
0 6272 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1293038
0 6272 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1351408
0 6272 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1348306
0 6272 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9134216
0 6272 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 882126
0 6272 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 323113
0 6272 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2348772
0 6272 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 10971795
0 6272 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5539076
0 6272 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1079772
0 6272 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9618099
0 6272 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8375032
0 6272 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4857402
0 6272 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 621829
0 6272 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 373883
0 6272 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 455329
0 6272 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6748081
0 6272 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3832783
0 6272 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19654513
0 6272 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4498412
0 6272 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23307600
0 6336 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1290357
0 6336 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1354557
0 6336 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1354045
0 6336 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt3R1 9130110
0 6336 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 884889
0 6336 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt3R1 326557
0 6336 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt3R1 2344158
0 6336 1 del23 int_OrigAlph_RecMSecfennelapprosqrt3R1 10931096
0 6336 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt3R1 5518186
0 6336 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt3R1 1091154
0 6336 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt3R1 9632762
0 6336 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt3R1 8464553
0 6336 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt3R1 4859439
0 6336 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt3R1 620493
0 6336 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt3R1 374184
0 6336 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt3R1 455200
0 6336 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt3R1 6736902
0 6336 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt3R1 3830708
0 6336 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt3R1 19643827
0 6336 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt3R1 4499650
0 6336 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt3R1 23308048
0 6400 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt3R1 1289657
0 6400 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt3R1 1346119
0 6400 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt3R1 1354978
