index k seed graph algorithm obj_func
0 7296 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9068213
0 7296 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 891658
0 7296 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 337807
0 7296 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2313006
0 7296 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 11182542
0 7296 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5641899
0 7296 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1133512
0 7296 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9815711
0 7296 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8213811
0 7296 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4647387
0 7296 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622627
0 7296 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 375485
0 7296 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 456062
0 7296 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6717624
0 7296 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3823808
0 7296 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19511587
0 7296 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4458516
0 7296 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23254296
0 7360 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1312245
0 7360 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1381513
0 7360 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1382718
0 7360 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9051719
0 7360 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 889302
0 7360 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 342817
0 7360 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2307879
0 7360 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 11081679
0 7360 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5593190
0 7360 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1137505
0 7360 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9833454
0 7360 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8308233
0 7360 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4704366
0 7360 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622563
0 7360 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 375249
0 7360 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 455317
0 7360 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6716143
0 7360 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3816427
0 7360 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19480806
0 7360 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4459592
0 7360 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23261773
0 7424 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1317788
0 7424 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1386133
0 7424 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1385463
0 7424 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9053135
0 7424 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 888311
0 7424 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 341924
0 7424 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2310051
0 7424 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 11073898
0 7424 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5589032
0 7424 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1139672
0 7424 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9833292
0 7424 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8367288
0 7424 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4715920
0 7424 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622843
0 7424 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 376409
0 7424 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 456347
0 7424 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6691461
0 7424 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3814684
0 7424 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19498896
0 7424 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4460355
0 7424 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23260158
0 7488 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1308872
0 7488 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1379441
0 7488 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1381717
0 7488 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9068172
0 7488 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 890857
0 7488 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 338669
0 7488 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2303954
0 7488 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10973559
0 7488 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5539226
0 7488 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1137755
0 7488 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9860324
0 7488 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8158534
0 7488 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4781862
0 7488 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622699
0 7488 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 376124
0 7488 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 456764
0 7488 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6699645
0 7488 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3810868
0 7488 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19465237
0 7488 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4456857
0 7488 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23261676
0 7552 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1316831
0 7552 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1386786
0 7552 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1373181
0 7552 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9065946
0 7552 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 889204
0 7552 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 337351
0 7552 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2308050
0 7552 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10967517
0 7552 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5535148
0 7552 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1140263
0 7552 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9853383
0 7552 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8440393
0 7552 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4700345
0 7552 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622645
0 7552 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 375977
0 7552 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 455998
0 7552 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6687642
0 7552 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3813035
0 7552 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19484262
0 7552 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4458479
0 7552 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23272410
0 7616 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1313479
0 7616 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1379511
0 7616 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1382536
0 7616 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9046892
0 7616 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 887319
0 7616 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 341252
0 7616 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2303371
0 7616 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10869490
0 7616 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5488045
0 7616 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1148917
0 7616 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9872683
0 7616 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8334652
0 7616 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4709355
0 7616 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 623084
0 7616 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 376059
0 7616 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 456542
0 7616 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6670547
0 7616 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3806978
0 7616 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19483261
0 7616 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4456086
0 7616 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23267239
0 7680 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1322829
0 7680 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1377617
0 7680 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1377072
0 7680 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9057545
0 7680 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 885834
0 7680 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 340700
0 7680 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2303893
0 7680 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10882291
0 7680 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5495209
0 7680 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1150243
0 7680 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9887155
0 7680 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8420235
0 7680 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4718190
0 7680 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 621961
0 7680 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 376627
0 7680 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 455511
0 7680 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6678180
0 7680 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3810603
0 7680 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19469718
0 7680 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4459973
0 7680 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23273954
0 768 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 902401
0 768 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 947542
0 768 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 934476
0 768 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 7651768
0 768 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 756365
0 768 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 197429
0 768 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2134276
0 768 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10457647
0 768 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5269406
0 768 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 608814
0 768 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 7141121
0 768 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 4759119
0 768 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 2584858
0 768 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 604588
0 768 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 350673
0 768 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 439901
0 768 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6370710
0 768 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3485733
0 768 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 17448865
0 768 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4358265
0 768 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 21183169
0 7744 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1324923
0 7744 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1392347
0 7744 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1387734
0 7744 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9068090
0 7744 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 890632
0 7744 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 340608
0 7744 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2310546
0 7744 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10880285
0 7744 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5494964
0 7744 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1160096
0 7744 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9919566
0 7744 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8335815
0 7744 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4739934
0 7744 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622022
0 7744 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 376428
0 7744 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 455684
0 7744 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6687101
0 7744 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3809449
0 7744 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19486613
0 7744 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4458728
0 7744 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23272576
0 7808 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1327972
0 7808 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1383590
0 7808 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1383421
0 7808 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9059131
0 7808 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 888237
0 7808 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 346540
0 7808 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2304680
0 7808 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10782127
0 7808 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5445753
0 7808 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1156859
0 7808 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9918091
0 7808 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8386811
0 7808 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4751523
0 7808 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622630
0 7808 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 376234
0 7808 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 455358
0 7808 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6678316
0 7808 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3805449
0 7808 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19473777
0 7808 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4455391
0 7808 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23287111
0 7872 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1324283
0 7872 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1390192
0 7872 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1391852
0 7872 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9075552
0 7872 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 886608
0 7872 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 357360
0 7872 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2308625
0 7872 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10772728
0 7872 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5441794
0 7872 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1162409
0 7872 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9936715
0 7872 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8523769
0 7872 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4763606
0 7872 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622316
0 7872 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 376379
0 7872 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 456537
0 7872 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6659829
0 7872 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3806105
0 7872 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19495521
0 7872 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4454943
0 7872 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23306286
0 7936 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1316963
0 7936 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1384074
0 7936 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1385370
0 7936 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9051991
0 7936 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 890036
0 7936 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 354680
0 7936 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2304326
0 7936 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10677200
0 7936 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5394505
0 7936 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1165217
0 7936 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9939008
0 7936 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8558853
0 7936 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4767045
0 7936 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622193
0 7936 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 376613
0 7936 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 456533
0 7936 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6642101
0 7936 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3800856
0 7936 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19472150
0 7936 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4450770
0 7936 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23293711
0 8000 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1325658
0 8000 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1390358
0 8000 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1397030
0 8000 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9067397
0 8000 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 888359
0 8000 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 353622
0 8000 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2301906
0 8000 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10670242
0 8000 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5391559
0 8000 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1167151
0 8000 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9938530
0 8000 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8447140
0 8000 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4785835
0 8000 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622327
0 8000 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 376509
0 8000 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 457077
0 8000 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6670965
0 8000 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3800291
0 8000 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19492473
0 8000 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4452899
0 8000 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23303649
0 8064 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1316345
0 8064 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1386359
0 8064 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1386367
0 8064 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9057844
0 8064 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 886292
0 8064 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 351258
0 8064 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2300478
0 8064 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10579253
0 8064 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5349147
0 8064 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1177190
0 8064 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9963712
0 8064 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8542023
0 8064 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4811037
0 8064 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622392
0 8064 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 377691
0 8064 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 456222
0 8064 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6656141
0 8064 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3795562
0 8064 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19481236
0 8064 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4454418
0 8064 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23291224
0 8128 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1327779
0 8128 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1395708
0 8128 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1384480
0 8128 1 as-skitter int_OrigAlph_RecMSecfennelapprosqrt8R1 9075832
0 8128 1 citationCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 884910
0 8128 1 coAuthorsCiteseer int_OrigAlph_RecMSecfennelapprosqrt8R1 358420
0 8128 1 com-youtube int_OrigAlph_RecMSecfennelapprosqrt8R1 2300331
0 8128 1 del23 int_OrigAlph_RecMSecfennelapprosqrt8R1 10577077
0 8128 1 delaunay_n22 int_OrigAlph_RecMSecfennelapprosqrt8R1 5348541
0 8128 1 G3_circuit int_OrigAlph_RecMSecfennelapprosqrt8R1 1168773
0 8128 1 in-2004 int_OrigAlph_RecMSecfennelapprosqrt8R1 9969681
0 8128 1 rgg23 int_OrigAlph_RecMSecfennelapprosqrt8R1 8408985
0 8128 1 rgg_n_2_22_s0 int_OrigAlph_RecMSecfennelapprosqrt8R1 4782308
0 8128 1 roadNet-CA int_OrigAlph_RecMSecfennelapprosqrt8R1 622633
0 8128 1 roadNet-PA int_OrigAlph_RecMSecfennelapprosqrt8R1 377869
0 8128 1 roadNet-TX int_OrigAlph_RecMSecfennelapprosqrt8R1 457439
0 8128 1 soc-flixster int_OrigAlph_RecMSecfennelapprosqrt8R1 6655776
0 8128 1 soc-lastfm int_OrigAlph_RecMSecfennelapprosqrt8R1 3795826
0 8128 1 soc-pokec int_OrigAlph_RecMSecfennelapprosqrt8R1 19486081
0 8128 1 wiki-Talk int_OrigAlph_RecMSecfennelapprosqrt8R1 4453097
0 8128 1 wiki-topcats int_OrigAlph_RecMSecfennelapprosqrt8R1 23300434
0 8192 1 amazon0312 int_OrigAlph_RecMSecfennelapprosqrt8R1 1323277
0 8192 1 amazon0505 int_OrigAlph_RecMSecfennelapprosqrt8R1 1392434
0 8192 1 amazon0601 int_OrigAlph_RecMSecfennelapprosqrt8R1 1392936
